Book,Chapter,Verse,P,Pg,Ps
Exodus,32,12,0,0,0

Exodus,32,13,0,0,0

Exodus,32,14,0,0,0

Exodus,32,15,0,0,0

Exodus,32,16,0,0,0

Exodus,32,17,0,0,0

Exodus,32,18,0,0,0

Exodus,32,19,0,0,0

Exodus,32,20,0,0,0

Exodus,32,21,0,0,0

Exodus,32,22,0,0,0

Exodus,32,23,0,0,0

Exodus,32,24,0,0,0

Exodus,32,25,0,0,0

Exodus,32,26,0,0,0

Exodus,32,27,0,0,0

Exodus,32,28,0,0,0

Exodus,32,29,0,0,0

Exodus,32,30,0,0,0

Exodus,32,31,0,0,0

Exodus,32,32,0,0,0

Exodus,32,33,0,0,0

Exodus,32,34,0,0,0

Exodus,32,35,0,0,0

Exodus,33,1,0,0,0

Exodus,33,2,0,0,0

Exodus,33,3,0,0,0

Exodus,33,4,0,0,0

Exodus,33,5,0,0,0

Exodus,33,6,0,0,0

Exodus,33,7,0,0,0

Exodus,33,8,0,0,0

Exodus,33,9,0,0,0

Exodus,33,10,0,0,0

Exodus,33,11,0,0,0

Exodus,33,12,0,0,0

Exodus,33,13,0,0,0

Exodus,33,14,0,0,0

Exodus,33,15,0,0,0

Exodus,33,16,0,0,0

Exodus,33,17,0,0,0

Exodus,33,18,0,0,0

Exodus,33,19,0,0,0

Exodus,33,20,0,0,0

Exodus,33,21,0,0,0

Exodus,33,22,0,0,0

Exodus,33,23,0,0,0

Exodus,34,1,0,0,0

Exodus,34,2,0,0,0

Exodus,34,3,0,0,0

Exodus,34,4,0,0,0

Exodus,34,5,0,0,0

Exodus,34,6,0,0,0

Exodus,34,7,0,0,0

Exodus,34,8,0,0,0

Exodus,34,9,0,0,0

Exodus,34,10,0,0,0

Exodus,34,11,0,0,0

Exodus,34,12,0,0,0

Exodus,34,13,0,0,0

Exodus,34,14,0,0,0

Exodus,34,15,0,0,0

Exodus,34,16,0,0,0

Exodus,34,17,0,0,0

Exodus,34,18,0,0,0

Exodus,34,19,0,0,0

Exodus,34,20,0,0,0

Exodus,34,21,0,0,0

Exodus,34,22,0,0,0

Exodus,34,23,0,0,0

Exodus,34,24,0,0,0

Exodus,34,25,0,0,0

Exodus,34,26,0,0,0

Exodus,34,27,0,0,0

Exodus,34,28,0,0,0

Exodus,34,29,0,0,0

Exodus,34,30,0,0,0

Exodus,34,31,0,0,0

Exodus,34,32,0,0,0

Exodus,34,33,0,0,0

Exodus,34,34,0,0,0

Exodus,34,35,0,0,0

Exodus,35,1,1,0,0

Exodus,35,2,1,0,0

Exodus,35,3,1,0,0

Exodus,35,4,1,0,0

Exodus,35,5,1,1,0

Exodus,35,6,1,1,0

Exodus,35,7,1,1,0

Exodus,35,8,1,1,0

Exodus,35,9,1,1,0

Exodus,35,10,1,1,0

Exodus,35,11,1,0,0

Exodus,35,12,1,0,0

Exodus,35,13,1,0,0

Exodus,35,14,1,0,0

Exodus,35,15,1,0,0

Exodus,35,16,1,0,0

Exodus,35,17,1,0,0

Exodus,35,18,1,0,0

Exodus,35,19,1,0,0

Exodus,35,20,1,1,0

Exodus,35,21,1,1,0

Exodus,35,22,1,1,0

Exodus,35,23,1,1,0

Exodus,35,24,1,1,0

Exodus,35,25,1,1,0

Exodus,35,26,1,1,0

Exodus,35,27,1,1,0

Exodus,35,28,1,0,0

Exodus,35,29,1,1,0

Exodus,35,30,1,1,0

Exodus,35,31,1,0,0

Exodus,35,32,1,1,0

Exodus,35,33,1,1,0

Exodus,35,34,1,0,0

Exodus,35,35,1,0,0

Exodus,36,1,1,0,0

Exodus,36,2,1,1,0

Exodus,36,3,1,1,0

Exodus,36,4,1,1,0

Exodus,36,5,1,1,0

Exodus,36,6,1,1,0

Exodus,36,7,1,1,0

Exodus,36,8,1,1,0

Exodus,36,9,1,1,0

Exodus,36,10,1,1,0

Exodus,36,11,1,1,0

Exodus,36,12,1,1,0

Exodus,36,13,1,1,0

Exodus,36,14,1,1,0

Exodus,36,15,1,1,0

Exodus,36,16,1,1,0

Exodus,36,17,1,1,0

Exodus,36,18,1,1,0

Exodus,36,19,1,1,0

Exodus,36,20,1,1,0

Exodus,36,21,1,1,0

Exodus,36,22,1,1,0

Exodus,36,23,1,1,0

Exodus,36,24,1,1,0

Exodus,36,25,1,1,0

Exodus,36,26,1,1,0

Exodus,36,27,1,1,0

Exodus,36,28,1,1,0

Exodus,36,29,1,1,0

Exodus,36,30,1,1,0

Exodus,36,31,1,1,0

Exodus,36,32,1,1,0

Exodus,36,33,1,1,0

Exodus,36,34,1,1,0

Exodus,36,35,1,1,0

Exodus,36,36,1,1,0

Exodus,36,37,1,1,0

Exodus,36,38,1,1,0

Exodus,37,1,1,1,0

Exodus,37,2,1,1,0

Exodus,37,3,1,1,0

Exodus,37,4,1,1,0

Exodus,37,5,1,1,0

Exodus,37,6,1,1,0

Exodus,37,7,1,1,0

Exodus,37,8,1,1,0

Exodus,37,9,1,1,0

Exodus,37,10,1,1,0

Exodus,37,11,1,1,0

Exodus,37,12,1,1,0

Exodus,37,13,1,1,0

Exodus,37,14,1,1,0

Exodus,37,15,1,1,0

Exodus,37,16,1,1,0

Exodus,37,17,1,1,0

Exodus,37,18,1,1,0

Exodus,37,19,1,1,0

Exodus,37,20,1,1,0

Exodus,37,21,1,1,0

Exodus,37,22,1,1,0

Exodus,37,23,1,1,0

Exodus,37,24,1,1,0

Exodus,37,25,1,0,0

Exodus,37,26,1,0,0

Exodus,37,27,1,0,0

Exodus,37,28,1,0,0

Exodus,37,29,1,0,0

Exodus,38,1,1,1,0

Exodus,38,2,1,1,0

Exodus,38,3,1,1,0

Exodus,38,4,1,1,0

Exodus,38,5,1,1,0

Exodus,38,6,1,1,0

Exodus,38,7,1,1,0

Exodus,38,8,1,0,0

Exodus,38,9,1,1,0

Exodus,38,10,1,1,0

Exodus,38,11,1,1,0

Exodus,38,12,1,1,0

Exodus,38,13,1,1,0

Exodus,38,14,1,1,0

Exodus,38,15,1,1,0

Exodus,38,16,1,1,0

Exodus,38,17,1,1,0

Exodus,38,18,1,1,0

Exodus,38,19,1,1,0

Exodus,38,20,1,1,0

Exodus,38,21,1,0,0

Exodus,38,22,1,0,0

Exodus,38,23,1,0,0

Exodus,38,24,1,0,0

Exodus,38,25,1,0,0

Exodus,38,26,1,0,0

Exodus,38,27,1,0,0

Exodus,38,28,1,0,0

Exodus,38,29,1,0,0

Exodus,38,30,1,0,0

Exodus,38,31,1,0,0

Exodus,39,1,1,1,0

Exodus,39,2,1,1,0

Exodus,39,3,1,1,0

Exodus,39,4,1,1,0

Exodus,39,5,1,1,0

Exodus,39,6,1,1,0

Exodus,39,7,1,1,0

Exodus,39,8,1,1,0

Exodus,39,9,1,1,0

Exodus,39,10,1,1,0

Exodus,39,11,1,1,0

Exodus,39,12,1,1,0

Exodus,39,13,1,1,0

Exodus,39,14,1,1,0

Exodus,39,15,1,1,0

Exodus,39,16,1,1,0

Exodus,39,17,1,1,0

Exodus,39,18,1,1,0

Exodus,39,19,1,1,0

Exodus,39,20,1,1,0

Exodus,39,21,1,1,0

Exodus,39,22,1,1,0

Exodus,39,23,1,1,0

Exodus,39,24,1,1,0

Exodus,39,25,1,1,0

Exodus,39,26,1,1,0

Exodus,39,27,1,1,0

Exodus,39,28,1,1,0

Exodus,39,29,1,1,0

Exodus,39,30,1,1,0

Exodus,39,31,1,1,0

Exodus,39,32,1,1,0

Exodus,39,33,1,0,0

Exodus,39,34,1,0,0

Exodus,39,35,1,0,0

Exodus,39,36,1,0,0

Exodus,39,37,1,0,0

Exodus,39,38,1,0,0

Exodus,39,39,1,0,0

Exodus,39,40,1,0,0

Exodus,39,41,1,0,0

Exodus,39,42,1,0,0

Exodus,39,43,1,1,0

Exodus,40,1,1,0,0

Exodus,40,2,1,0,0

Exodus,40,3,1,0,0

Exodus,40,4,1,0,0

Exodus,40,5,1,0,0

Exodus,40,6,1,0,0

Exodus,40,7,1,0,0

Exodus,40,8,1,0,0

Exodus,40,9,1,0,0

Exodus,40,10,1,0,0

Exodus,40,11,1,0,0

Exodus,40,12,1,0,0

Exodus,40,13,1,0,0

Exodus,40,14,1,0,0

Exodus,40,15,1,0,0

Exodus,40,16,1,0,0

Exodus,40,17,1,1,0

Exodus,40,18,1,0,0

Exodus,40,19,1,0,0

Exodus,40,20,1,0,0

Exodus,40,21,1,0,0

Exodus,40,22,1,0,0

Exodus,40,23,1,0,0

Exodus,40,24,1,0,0

Exodus,40,25,1,0,0

Exodus,40,26,1,0,0

Exodus,40,27,1,0,0

Exodus,40,28,1,0,0

Exodus,40,29,1,0,0

Exodus,40,30,1,0,0

Exodus,40,31,1,0,0

Exodus,40,32,1,0,0

Exodus,40,33,1,0,0

Exodus,40,34,1,1,0

Exodus,40,35,1,0,0

Exodus,40,36,1,0,0

Exodus,40,37,1,0,0

Exodus,40,38,1,0,0
